,recipe_title,총합_수분,총합_에너지(kcal),총합_에너지(kj),총합_단백질,총합_지방,총합_회분,총합_탄수화물,"총합_섬유질, 식이섬유",총합_당,총합_자당,총합_포도당,총합_과당,총합_유당,총합_엿당,총합_갈락토스,총합_칼슘,총합_철,총합_마그네슘,총합_인,총합_칼륨,총합_나트륨,총합_아연,총합_구리,총합_망간,총합_셀레늄,총합_플루오린,총합_비타민c,총합_티아민,총합_리보플라빈,총합_비타민b3,총합_비타민b5,총합_비타민b6,"총합_엽산, 총계",총합_엽산,"총합_엽산, 식품","총합_엽산, dfe",총합_콜린,총합_비타민b12,총합_비타민a(rae),총합_레티놀,"총합_카로틴, 베타","총합_카로틴, 알파",총합_베타-크립토잔틴,총합_비타민a(iu),총합_라이코펜,총합_루테인+제아잔틴,총합_비타민e(알파-토코페롤),"총합_비타민d(d2+d3),...",총합_비타민d(d2+d3),총합_비타민k(필로퀴논),"총합_지방산, 총포화지방산",총합_sfa 4:0,총합_sfa 6:0,총합_sfa 8:0,총합_sfa 10:0,총합_sfa 12:0,총합_sfa 14:0,총합_sfa 16:0,총합_sfa 18:0,"총합_지방산, 총 단일불포화지방산",총합_mufa 16:1,총합_mufa 18:1,총합_mufa 20:1,총합_mufa 22:1,"총합_지방산, 총 다중불포화지방산",총합_pufa 18:2,총합_pufa 18:3,총합_pufa 18:4,총합_pufa 20:4,총합_pufa 20:5 n-3 (epa),총합_pufa 22:5 n-3 (dpa),총합_pufa 22:6 n-3 (dha),총합_콜레스테롤,총합_알코올,총합_카페인,총합_테오브로민,총합_녹말,총합_베타인,총합_베타토코페롤,총합_감마토코페롤,총합_델타토코페롤,총합_알파토코트리에놀,총합_감마토코트리에놀,총합_비타민k,총합_sfa 15:0,총합_sfa 17:0,총합_sfa 20:0,총합_sfa 22:0,총합_sfa 24:0,총합_mufa 14:1,총합_mufa 15:1,총합_mufa 17:1,"총합_pufa 20:2 n-6 c,c",총합_pufa 20:3,"총합_지방산, 총 트랜스지방",총합_트립토판,총합_트레오닌,총합_이소류신,총합_류신,총합_라이신,총합_메티오닌,총합_시스틴,총합_페닐알라닌,총합_티로신,총합_발린,총합_아르기닌,총합_히스티딘,총합_알라닌,총합_아스파르트산,총합_글루탐산,총합_글리신,총합_프폴린,총합_세린,총합_질소,총합_에너지(수중 일반 요인),총합_에너지(수중 특정 요인),총합_sfa 13:0,총합_mufa 18:1 c,"총합_pufa 18:3 n-3 c,c,c (ala)","총합_pufa 18:3 n-6 c,c,c","총합_지방산, 총 트랜스-모노",총합_tfa 18:1 t,총합_하이드록시프롤린,총합_비타민d3(콜레칼시페롤),총합_바이오틴,총합_비타민d2(에르고칼시페롤),총합_mufa 16:1 c,"총합_pufa 18:2 n-6 c,c",총합_pufa 18:2 clas,총합_pufa 18:2 i,총합_스티그마스테롤,총합_캄페스테롤,총합_베타-시토스테롤,총합_총 식이섬유(aoac 2011.25),총합_고분자량 식이섬유,총합_저분자량 식이섬유,총합_총 당,총합_몰리브덴,총합_비타민k(메나퀴논-4),총합_mufa 22:1 c,총합_pufa 20:3 n-3,총합_pufa 20:3 n-6,총합_pufa 22:4,총합_tfa 16:1 t,총합_tfa 18:2 t 더 이상..,"총합_지방산, 총 트랜스-폴리에노익",총합_pufa 18:3i,총합_감마-카로틴,총합_알파-크립토잔틴,총합_베타-글루칸,총합_글루타티온,총합_에르고스타-7-에놀,"총합_에르고스타-7, 22-디에놀","총합_에르고스타-5, 7-디에놀",총합_에르고스테롤,총합_베타-시토스타놀,총합_델타-5-아베나스테롤,총합_델타-7-스티그마스테롤,총합_에르고티오네인,"총합_tfa 18:2 t,t","총합_탄수화물, 합계","총합_섬유질, 수용성","총합_섬유질, 불용성"
69,보글보글 언제 먹어도 맛난 묵은지 돼지고기 찌게,281.9,715.6,3016.9,48.76,51.13,2.775,27.08,2.34,0.218,0.0,0.0,0.0,0.0,0.0,0.0,43.3,1.967,64.3,417.9,1031.7,2319.69,3.967,0.214,0.26,73.01,0.0,245.1,1.414,0.722,9.256,1.064,1.253,78.1,0.0,9.1,9.1,141.38,1.05,3.0,3.0,0.0,0.0,0.0,126.5,0.0,0.0,0.486,79.5,1.95,19.3,11.652,0.0,0.0,0.0,0.015,0.015,0.27,4.821,2.566,17.61,0.63,8.406,0.165,0.0,18.376,1.62,0.061,0.0,0.075,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.509,1.852,1.898,3.281,3.685,1.07,0.516,1.641,1.41,2.213,2.594,1.608,2.409,3.783,6.369,2.124,1.753,1.704,0.25,54.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,4.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,감귤 소고기볶음,37.68,26.25,109.8,1.428,0.256,4.497,4.894,0.27,1.686,0.015,0.045,0.0,0.0,0.0,0.0,7.35,0.362,12.6,28.2,115.05,1875.3,0.164,0.015,0.168,0.075,0.0,22.44,0.016,0.049,0.406,0.078,0.069,3.9,0.0,3.9,3.9,2.745,0.0,2.4,0.0,27.3,1.8,2.1,48.6,0.0,36.3,0.036,0.0,0.0,0.72,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.003,0.045,0.0,0.021,0.0,0.0,0.119,0.094,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016,0.046,0.053,0.089,0.064,0.016,0.021,0.058,0.04,0.056,0.077,0.029,0.05,0.13,0.257,0.05,0.081,0.064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,오징어 돼지고기 볶음,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,야채 된장찌개 만들기 채식 다시마육수 된장찌개 채수로 만든 두부된장찌개,88.7,6.0,25.0,1.455,0.215,0.53,9.115,0.0,0.0,0.065,0.105,0.155,0.125,0.125,0.0,17.5,0.555,15.15,38.0,266.5,6.5,0.255,0.113,0.182,1.45,0.0,13.25,0.028,0.012,1.023,0.018,0.091,21.5,0.0,21.5,21.5,0.0,0.0,6.5,0.0,66.5,24.5,0.0,131.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.145,36.5,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.6,0.295,0.325,3.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,캠핑요리로도 좋은 백선생 고추장찌개 만들기 해볼까요?,1077.05,864.15,3612.15,50.362,69.016,5.965,43.347,7.725,4.982,0.244,0.531,0.954,0.25,0.25,0.0,120.05,4.902,111.85,505.0,1759.75,4340.18,4.932,0.621,0.629,78.51,185.76,223.305,1.482,0.8,12.152,1.18,1.648,55.7,0.0,11.7,11.7,150.96,1.05,225.0,3.0,2250.0,313.5,523.5,4450.5,3.15,46.5,12.63,79.5,1.95,43.79,14.482,0.0,0.002,0.0,0.017,0.027,0.298,10.143,3.502,42.687,1.209,40.953,0.307,0.0,7.88,7.118,0.482,0.0,0.075,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,5.85,0.085,0.885,0.0,0.465,0.428,0.1,0.0,0.012,0.195,0.066,0.0,0.0,0.0,0.056,0.0,0.0,0.0,0.518,1.886,1.949,3.365,3.729,1.088,0.543,1.691,1.432,2.286,2.654,1.632,2.468,4.018,6.568,2.205,1.927,1.729,0.51,119.0,112.0,0.004,0.468,0.078,0.002,0.0,0.0,0.0,1.95,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,13.2,0.59,0.65,7.8,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,백종원 콩나물 찌개 끓이는 법,667.7,653.7,2726.5,76.561,31.239,5.64,27.33,11.72,6.056,0.0,5.0,0.36,0.0,0.0,0.0,145.0,5.63,186.0,943.0,1882.2,2611.09,9.73,0.959,1.142,106.3,0.0,125.3,2.051,1.543,19.919,6.085,1.863,166.0,0.0,144.0,144.0,231.0,1.4,28.0,4.0,261.0,18.0,18.0,479.0,0.0,0.0,0.64,142.0,3.4,91.5,10.719,0.0,0.0,0.0,0.02,0.02,0.366,6.597,3.444,12.594,0.84,11.368,0.22,0.0,3.744,2.842,0.605,0.0,0.1,0.0,0.0,0.0,176.5,0.0,0.0,0.0,0.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698,3.13,3.171,5.539,5.81,1.49,0.732,2.402,2.028,3.665,3.752,2.252,3.534,5.622,9.8,3.11,2.52,2.55,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,3.7,0.8,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,멸치쌈밥....멸치찌개 & 상추쌈..(sole food),632.176,826.875,3102.9,92.682,21.999,7.137,74.754,6.95,29.762,5.98,1.97,1.29,0.0,0.0,0.0,648.3,14.72,214.2,822.3,2217.25,1800.23,8.238,1.148,0.65,155.49,1.1,216.0,0.388,1.327,57.78,2.754,1.267,109.5,0.0,65.5,65.5,29.35,2.504,61.2,60.0,16.6,0.0,0.0,550.0,0.0,4.0,2.456,0.0,0.0,67.49,5.546,0.0,0.0,0.0,0.0,0.056,1.217,3.137,1.074,5.163,1.6,2.838,0.008,0.46,7.694,1.189,0.128,0.22,0.028,2.152,0.116,3.644,240.0,2.415,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.932,3.611,3.79,6.659,7.548,2.416,0.876,3.219,2.778,4.246,5.025,2.42,4.967,8.464,12.536,3.961,2.93,3.367,0.379,67.45,59.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,햇 고추장~뽀글뽀글 고추장찌개,855.613,1507.725,6279.4,145.354,78.884,8.082,61.704,17.042,27.622,1.04,3.206,2.916,0.0,0.0,0.004,1236.075,29.223,260.275,1293.95,4609.85,4571.4,30.0,1.358,2.865,114.723,91.555,42.0,0.673,1.237,23.662,4.324,2.027,196.425,0.0,196.425,196.425,460.683,10.56,38.675,12.0,302.75,12.3,12.625,816.675,0.5,2135.35,0.716,8.0,0.0,81.8,26.14,0.0,0.0,0.003,0.017,0.049,1.761,14.854,8.267,30.427,2.219,26.468,0.18,0.0,11.342,9.112,1.6,0.0,0.188,0.012,0.064,0.004,352.0,0.0,0.0,0.0,0.0,35.122,0.0,0.164,0.0,0.061,0.0,0.0,0.285,0.658,0.053,0.003,0.003,0.462,0.0,0.544,0.0,0.004,2.288,0.761,4.41,4.946,8.594,8.056,2.258,0.87,4.263,3.423,5.373,7.106,3.123,5.927,10.073,16.622,6.247,5.541,4.613,0.0,0.0,0.0,0.0,0.023,0.241,0.048,2.288,2.288,1.504,0.0,0.0,0.0,0.002,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,부대찌개..비오는날엔 얼큰한 부대찌개!!(생생정보통),292.1,561.0,2339.0,59.13,28.53,4.48,16.62,4.2,5.52,0.0,0.22,0.0,0.0,0.0,0.0,52.0,3.92,95.0,640.0,1527.0,136.0,5.69,0.382,0.28,93.3,0.0,145.2,2.051,0.928,18.35,2.947,1.534,81.0,0.0,81.0,81.0,246.4,1.4,52.0,4.0,534.0,36.0,40.0,966.0,0.0,709.0,1.28,111.0,2.7,14.0,10.529,0.0,0.0,0.0,0.02,0.02,0.362,6.48,3.427,12.404,0.84,11.224,0.22,0.0,2.763,2.45,0.132,0.0,0.1,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,8.6,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,2.644,2.675,4.595,5.119,1.478,0.746,2.392,2.054,3.254,3.646,2.251,3.472,5.496,9.084,3.004,2.467,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,꽃빵과 어우린 영양잡채 만들기,126.19,4243.7,17753.025,545.893,59.422,2.215,350.334,9.69,90.562,0.008,0.022,0.0,0.0,0.0,0.0,17.975,0.894,30.55,162.45,5399.8,6538.525,1.46,0.08,0.214,25.188,0.0,142.3,0.496,0.315,3.705,0.371,0.546,50.55,0.0,3.55,3.55,48.323,0.35,1.0,1.0,0.0,0.0,0.0,3.5,0.0,0.0,0.145,26.5,0.65,0.0,12.188,0.0,0.0,0.0,0.005,0.005,0.09,1.609,0.856,13.17,0.21,2.806,0.055,0.0,19.615,0.553,0.022,0.0,0.025,0.0,0.0,0.0,3829.0,0.0,0.0,0.0,0.0,4.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.635,0.654,1.13,1.254,0.363,0.181,0.571,0.486,0.76,0.895,0.548,0.822,1.309,2.228,0.727,0.617,0.594,0.14,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,완두콩 마파두부,304.78,392.176,1513.037,31.926,15.954,4.916,41.513,6.929,21.014,8.997,0.081,0.117,0.0,0.051,0.0,1071.795,17.143,120.135,373.68,791.628,2619.36,3.303,0.712,2.102,29.471,0.0,13.575,0.344,0.258,1.712,0.289,0.251,69.945,0.0,69.945,69.945,109.791,0.012,12.0,0.0,142.5,6.3,0.0,484.5,0.0,744.0,0.082,0.0,0.0,19.04,2.338,0.0,0.0,0.0,0.0,0.002,0.042,1.667,0.547,3.477,0.04,3.304,0.004,0.0,8.818,7.598,1.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.53,0.0,0.285,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386,1.309,1.413,2.32,1.511,0.364,0.115,1.399,1.149,1.462,2.303,0.723,1.305,3.386,5.507,1.227,1.793,1.672,0.111,15.019,13.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,돼지고기 김치찌개,233.05,907.2,3788.0,70.91,65.04,4.285,7.81,2.7,0.22,0.0,0.22,0.0,0.0,0.0,0.0,47.5,3.325,86.0,720.0,1416.5,158.0,6.625,0.29,0.098,115.45,0.0,1.5,2.418,1.002,19.63,3.095,1.26,60.5,0.0,60.5,60.5,282.51,1.75,5.0,5.0,0.0,0.0,0.0,17.5,0.0,0.0,1.155,137.5,3.35,4.08,17.362,0.0,0.0,0.0,0.025,0.025,0.45,10.722,5.715,27.385,1.11,25.79,0.335,0.0,15.634,15.147,0.231,0.0,0.125,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,10.4,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.885,3.185,3.24,5.58,6.255,1.81,0.88,2.875,2.48,3.905,4.41,2.745,4.19,6.465,10.93,3.635,2.96,2.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,잡채,165.326,1330.6,5570.2,6.384,30.592,10.148,257.548,3.43,34.42,30.99,2.15,1.29,0.0,0.0,0.0,105.6,6.52,61.9,208.6,432.6,3323.3,1.72,0.269,0.992,20.73,1.1,7.4,0.441,0.132,1.936,0.551,0.334,32.4,0.0,32.4,32.4,250.14,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,0.765,0.0,0.0,4.48,4.388,0.0,0.0,0.0,0.0,0.0,0.004,2.769,1.456,11.996,0.06,11.871,0.06,0.0,12.73,12.586,0.114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.98,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.196,0.222,0.38,0.295,0.065,0.077,0.262,0.173,0.24,0.409,0.131,0.215,0.57,1.278,0.221,0.325,0.274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,"스팸 버섯 찌개, 빠르게 끓여내는 가벼운 국물에 자연송이와 스팸 넣은 찌개",115.46,241.5,969.075,7.782,0.281,4.84,60.274,1.14,27.12,0.03,0.09,0.0,0.0,0.0,0.0,16.9,0.625,31.2,66.8,293.5,1821.99,0.391,0.071,0.406,2.65,0.0,99.5,0.049,0.138,1.296,0.089,0.291,26.2,0.0,4.2,4.2,5.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.002,0.026,0.0,0.024,0.0,0.0,0.079,0.07,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.081,0.095,0.161,0.114,0.029,0.035,0.106,0.073,0.1,0.139,0.052,0.088,0.216,0.474,0.089,0.148,0.116,0.11,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,집밥 백선생 김치찌개 따라하기,19.155,123.3,391.65,8.163,5.248,3.796,24.0,11.655,3.387,0.228,0.642,1.287,0.0,0.0,0.0,107.55,5.564,51.9,113.85,616.5,2542.5,1.674,0.363,0.51,8.64,0.0,1.71,0.09,0.317,3.616,0.266,0.657,11.25,0.0,11.25,11.25,30.78,0.012,444.6,0.0,4507.8,627.0,1047.0,8880.0,6.3,93.0,11.432,0.0,0.0,36.195,0.891,0.0,0.004,0.0,0.004,0.024,0.059,0.598,0.149,1.131,0.025,1.092,0.008,0.0,2.835,2.613,0.221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.072,1.023,0.0,0.93,0.855,0.0,0.0,0.004,0.016,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.081,0.117,0.189,0.108,0.039,0.054,0.111,0.057,0.162,0.147,0.054,0.135,0.507,0.477,0.18,0.375,0.069,0.159,21.45,19.5,0.008,0.936,0.156,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,얼큰한 돼지고기찌개,256.955,233.625,953.375,24.571,14.359,2.246,7.645,1.035,1.86,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,16.08,90.0,291.0,363.0,456.0,2.4,0.579,1.815,27.19,0.0,0.8,0.243,0.156,0.585,0.204,0.141,45.0,0.0,45.0,45.0,86.4,0.0,0.0,0.0,0.0,0.0,0.0,255.0,0.0,0.0,0.03,0.0,0.0,7.2,2.073,0.0,0.0,0.0,0.0,0.0,0.039,1.521,0.513,3.18,0.039,3.12,0.0,0.0,8.1,7.14,0.957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,1.206,1.305,2.139,1.356,0.324,0.087,1.284,1.077,1.338,2.103,0.663,1.188,3.12,5.04,1.125,1.665,1.557,0.053,7.15,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,닭볶음,895.9,1993.0,8339.0,225.86,109.92,11.35,66.92,4.5,8.98,4.97,3.19,2.77,0.75,0.75,0.0,194.0,11.7,272.9,1691.0,3588.0,735.0,17.04,1.002,0.912,199.3,121.9,83.2,0.769,1.429,73.759,8.636,3.893,78.0,0.0,78.0,78.0,542.1,2.4,1219.0,384.0,8281.0,3480.0,0.0,17990.0,1.0,260.0,2.84,16.0,0.0,35.2,30.394,0.0,0.0,0.0,0.0,0.16,0.884,22.304,6.166,42.745,5.842,35.224,1.04,0.0,23.879,20.673,0.886,0.0,0.88,0.08,0.16,0.32,704.0,0.0,0.0,0.0,1.43,45.3,0.01,0.0,0.0,0.05,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.466,9.252,10.971,16.047,17.9,5.83,2.999,8.566,7.089,10.65,13.875,6.47,12.854,19.721,32.544,14.152,10.626,7.779,0.87,219.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.4,39.6,1.77,1.95,23.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
